article,form,material,color,brand,category,temples_length,lens_width,bridge_width,price,seasonality,gender,age_group
B1310A,прямоугольная,пластик,белый,Lacoste,солнцезащитные,145,52,20,19174,летняя,мужской,молодой
B1310B,квадратная,титан,серебряный,Tom Ford,оптика,130,50,17,49168,всесезонная,мужской,молодой
B1310C,овальная,металл,черный,Valentino,оптика,130,50,17,24666,всесезонная,мужской,пожилой
B1311B,квадратная,комбинированный,серый,Gucci,оптика,135,48,19,48026,всесезонная,женский,пожилой
B1311C,квадратная,металл,черный,Tom Ford,солнцезащитные,130,50,20,28090,летняя,мужской,пожилой
B1315A,круглая,металл,серебряный,Polaroid,оптика,150,52,16,20476,всесезонная,мужской,средний
B1315B,кошачий_глаз,пластик,коричневый,Ray-Ban,солнцезащитные,145,46,18,18134,летняя,унисекс,средний
B1316A,прямоугольная,пластик,коричневый,Oakley,солнцезащитные,145,48,19,12114,летняя,унисекс,средний
B1316B,овальная,комбинированный,серый,Lacoste,оптика,150,50,17,14412,всесезонная,унисекс,средний
B1317A,прямоугольная,титан,серый,Prada,оптика,150,54,20,7770,всесезонная,унисекс,пожилой
B1317B,круглая,титан,коричневый,Ray-Ban,оптика,150,46,17,4724,всесезонная,мужской,пожилой
B1317C,овальная,титан,белый,Polaroid,солнцезащитные,130,52,19,18081,летняя,унисекс,средний
B1318A,круглая,металл,серебряный,Polaroid,оптика,140,50,18,15089,всесезонная,унисекс,молодой
B1318B,квадратная,комбинированный,серебряный,Tom Ford,солнцезащитные,150,54,16,49988,летняя,женский,пожилой
B1318С,овальная,комбинированный,белый,Ray-Ban,оптика,135,52,18,3112,всесезонная,женский,молодой
B1606A,кошачий_глаз,титан,синий,Oakley,оптика,135,52,20,16003,всесезонная,женский,средний
B1606D,квадратная,металл,серебряный,Polaroid,солнцезащитные,130,46,14,17671,летняя,унисекс,молодой
B1607G,прямоугольная,пластик,синий,Valentino,оптика,140,50,15,38424,всесезонная,женский,молодой
B1607H,квадратная,комбинированный,черный,Tom Ford,солнцезащитные,140,46,18,18504,летняя,женский,средний
B2000A,прямоугольная,комбинированный,черный,Tom Ford,оптика,135,54,14,16484,всесезонная,унисекс,средний
B2102F,овальная,металл,серебряный,Valentino,оптика,140,54,17,35896,всесезонная,мужской,молодой
B2103A,прямоугольная,комбинированный,черный,Gucci,солнцезащитные,140,50,15,29218,летняя,женский,пожилой
B2103C,прямоугольная,комбинированный,золотой,Ray-Ban,оптика,130,52,17,3895,всесезонная,унисекс,пожилой
B2120A,овальная,комбинированный,синий,Prada,оптика,150,48,19,16226,всесезонная,унисекс,пожилой
B2120B,овальная,металл,коричневый,Lacoste,оптика,150,46,14,24718,всесезонная,унисекс,молодой
B2205B,круглая,титан,синий,Ray-Ban,оптика,145,46,20,9419,всесезонная,унисекс,пожилой
B2206B,овальная,металл,синий,Valentino,солнцезащитные,140,50,15,28950,летняя,женский,молодой
B2212B,кошачий_глаз,металл,синий,Valentino,солнцезащитные,145,52,14,6866,летняя,мужской,молодой
B2216D,круглая,металл,белый,Polaroid,оптика,135,46,20,7015,всесезонная,унисекс,пожилой
B2216E,кошачий_глаз,металл,серебряный,Tom Ford,оптика,135,48,18,25600,всесезонная,унисекс,средний
B2217A,прямоугольная,титан,коричневый,Polaroid,оптика,135,52,18,12963,всесезонная,унисекс,молодой
B2217B,квадратная,титан,коричневый,Ray-Ban,солнцезащитные,150,50,20,12705,летняя,женский,средний
B2218A,прямоугольная,пластик,черный,Tom Ford,солнцезащитные,145,46,18,37908,летняя,унисекс,пожилой
B2219A,кошачий_глаз,пластик,коричневый,Prada,оптика,140,48,14,8682,всесезонная,женский,пожилой
B2219D,овальная,металл,синий,Gucci,оптика,135,52,17,22776,всесезонная,мужской,пожилой
B2219E,прямоугольная,комбинированный,синий,Lacoste,оптика,145,52,14,21820,всесезонная,унисекс,пожилой
B2226C,прямоугольная,пластик,серый,Prada,оптика,130,50,20,11818,всесезонная,женский,пожилой
B2228C,прямоугольная,металл,белый,Oakley,солнцезащитные,130,46,20,20987,летняя,мужской,молодой
B2233B,кошачий_глаз,пластик,белый,Ray-Ban,солнцезащитные,140,52,17,12247,летняя,женский,средний
B2234B,кошачий_глаз,металл,синий,Tom Ford,солнцезащитные,150,54,16,6834,летняя,женский,средний
B2241A,круглая,комбинированный,золотой,Gucci,солнцезащитные,150,50,18,24446,летняя,мужской,средний
B2300A,овальная,титан,золотой,Valentino,солнцезащитные,150,48,15,40556,летняя,унисекс,средний
B2300B,прямоугольная,комбинированный,золотой,Valentino,солнцезащитные,130,52,17,11124,летняя,мужской,молодой
B2302B,прямоугольная,титан,серебряный,Valentino,солнцезащитные,150,48,18,10530,летняя,женский,пожилой
B2303A,овальная,пластик,золотой,Prada,оптика,150,48,17,20370,всесезонная,мужской,молодой
B2304A,овальная,титан,синий,Tom Ford,оптика,135,54,17,42598,всесезонная,унисекс,молодой
B2304C,прямоугольная,титан,серебряный,Oakley,оптика,140,54,19,21536,всесезонная,женский,молодой
B2307A,квадратная,пластик,черный,Ray-Ban,оптика,150,52,14,22612,всесезонная,мужской,молодой
B2307B,квадратная,пластик,синий,Polaroid,солнцезащитные,145,46,17,20386,летняя,унисекс,молодой
B2307C,кошачий_глаз,пластик,белый,Lacoste,солнцезащитные,145,48,18,21790,летняя,мужской,средний
B2308A,овальная,пластик,синий,Tom Ford,солнцезащитные,145,52,16,35706,летняя,унисекс,пожилой
B2308B,овальная,комбинированный,золотой,Tom Ford,солнцезащитные,135,46,20,31102,летняя,унисекс,молодой
B2310A,прямоугольная,титан,коричневый,Lacoste,солнцезащитные,145,48,19,6671,летняя,унисекс,пожилой
B2310C,кошачий_глаз,пластик,черный,Tom Ford,солнцезащитные,150,54,15,24844,летняя,женский,пожилой
B2311C,кошачий_глаз,комбинированный,серебряный,Lacoste,солнцезащитные,145,48,15,4875,летняя,женский,средний
B2312A,прямоугольная,металл,серебряный,Oakley,солнцезащитные,145,50,16,3037,летняя,мужской,молодой
B2314A,квадратная,комбинированный,золотой,Polaroid,оптика,150,46,16,7353,всесезонная,унисекс,молодой
B2314B,кошачий_глаз,титан,серый,Oakley,солнцезащитные,130,46,18,9715,летняя,унисекс,пожилой
B2316A,овальная,металл,коричневый,Lacoste,оптика,135,50,14,8720,всесезонная,мужской,средний
B2319A,квадратная,титан,черный,Ray-Ban,оптика,150,50,17,11044,всесезонная,мужской,пожилой
B2319B,круглая,титан,черный,Oakley,оптика,150,48,19,8727,всесезонная,унисекс,средний
B2321A,кошачий_глаз,комбинированный,черный,Tom Ford,оптика,135,48,19,9788,всесезонная,женский,пожилой
B2326A,кошачий_глаз,пластик,серебряный,Oakley,оптика,150,48,19,11469,всесезонная,мужской,молодой
B2326D,кошачий_глаз,комбинированный,синий,Gucci,оптика,140,54,20,39786,всесезонная,унисекс,молодой
B2327A,прямоугольная,металл,серый,Lacoste,солнцезащитные,150,48,18,7771,летняя,женский,пожилой
B2327B,кошачий_глаз,металл,серебряный,Ray-Ban,оптика,130,52,18,13409,всесезонная,женский,пожилой
B2327C,кошачий_глаз,титан,белый,Gucci,солнцезащитные,130,52,19,13510,летняя,унисекс,средний
B2328A,овальная,металл,коричневый,Gucci,солнцезащитные,145,48,18,18520,летняя,унисекс,пожилой
B2330A,круглая,металл,серый,Tom Ford,солнцезащитные,145,54,18,19752,летняя,мужской,молодой
B2330B,квадратная,металл,коричневый,Lacoste,солнцезащитные,140,50,15,10263,летняя,мужской,пожилой
B2333C,кошачий_глаз,титан,белый,Gucci,оптика,130,54,16,30772,всесезонная,мужской,пожилой
B2333D,круглая,пластик,серый,Polaroid,солнцезащитные,150,54,15,6613,летняя,мужской,средний
B2335A,квадратная,титан,серебряный,Prada,оптика,140,48,19,27170,всесезонная,женский,молодой
B2336A,круглая,металл,коричневый,Oakley,солнцезащитные,140,54,16,16067,летняя,унисекс,молодой
B2337A,овальная,металл,золотой,Prada,солнцезащитные,135,54,20,33990,летняя,женский,пожилой
B2338A,прямоугольная,пластик,золотой,Gucci,солнцезащитные,130,50,16,30988,летняя,мужской,средний
B2338B,овальная,титан,серебряный,Valentino,оптика,140,46,18,27678,всесезонная,унисекс,средний
B2339A,прямоугольная,металл,серый,Prada,оптика,135,46,16,46294,всесезонная,мужской,молодой
B2339C,прямоугольная,титан,серебряный,Tom Ford,оптика,140,48,19,48024,всесезонная,мужской,средний
B2340A,прямоугольная,комбинированный,золотой,Polaroid,солнцезащитные,150,46,19,18268,летняя,унисекс,пожилой
B2916E,круглая,пластик,черный,Oakley,оптика,135,52,17,11785,всесезонная,мужской,средний
B2916F,квадратная,титан,черный,Oakley,солнцезащитные,135,54,19,9002,летняя,мужской,пожилой
BALI-G0198TB03S,круглая,титан,синий,Gucci,оптика,150,54,14,45970,всесезонная,женский,средний
BALLARD-CLGD,круглая,титан,синий,Lacoste,солнцезащитные,130,50,15,8617,летняя,женский,пожилой
BELLA-03,овальная,металл,белый,Polaroid,солнцезащитные,130,50,15,23793,летняя,мужской,средний
BELLA-04,круглая,пластик,коричневый,Ray-Ban,солнцезащитные,140,50,17,16911,летняя,мужской,молодой
BIRDIE/S-BKUHA,круглая,пластик,синий,Tom Ford,оптика,145,54,16,21242,всесезонная,женский,пожилой
BLUE JOB-BORHVT/GP,круглая,титан,золотой,Valentino,оптика,145,48,17,49622,всесезонная,унисекс,средний
BONAVISTA-RDWH,овальная,титан,черный,Lacoste,оптика,130,52,16,9647,всесезонная,мужской,средний
BRIGADE-I-110B,круглая,металл,черный,Tom Ford,солнцезащитные,145,52,15,24566,летняя,унисекс,молодой
BRIGADE-I-110C,кошачий_глаз,комбинированный,коричневый,Valentino,солнцезащитные,140,54,14,23260,летняя,женский,средний
CARDUC 023/S-FLLXT,квадратная,комбинированный,золотой,Oakley,солнцезащитные,150,46,17,15047,летняя,мужской,пожилой
CARDUC 028/S-807H4,прямоугольная,металл,серебряный,Lacoste,солнцезащитные,130,50,17,4555,летняя,мужской,средний
CARDUC 029/S-807H4,круглая,титан,серебряный,Valentino,оптика,130,50,19,17450,всесезонная,женский,молодой
CARDUC 037/S-R80H4,овальная,комбинированный,синий,Polaroid,солнцезащитные,150,48,15,20451,летняя,женский,средний
CARPE DIEM-3/S-088/15,круглая,титан,золотой,Ray-Ban,солнцезащитные,135,46,15,4974,летняя,унисекс,молодой
CARRERA 1060/S-2M2HA,прямоугольная,металл,серый,Gucci,оптика,140,52,15,42084,всесезонная,унисекс,средний
CARRERA 1066/S-7C508,круглая,титан,серый,Ray-Ban,оптика,130,46,19,7208,всесезонная,унисекс,пожилой
CD SU-50A4,круглая,комбинированный,серый,Prada,солнцезащитные,145,50,16,49074,летняя,унисекс,молодой
CHELSEA-G0168TB01SP,круглая,пластик,белый,Ray-Ban,оптика,130,52,18,16779,всесезонная,мужской,средний
CLINT SUN-C02-SR,квадратная,металл,золотой,Valentino,солнцезащитные,150,50,19,26930,летняя,мужской,пожилой
CT11022-3,овальная,комбинированный,белый,Prada,солнцезащитные,140,54,15,19244,летняя,унисекс,пожилой
D-DOLL R1U,кошачий_глаз,пластик,черный,Polaroid,оптика,145,52,19,24304,всесезонная,унисекс,молодой
DEEP-563,кошачий_глаз,пластик,белый,Ray-Ban,солнцезащитные,145,46,15,5048,летняя,мужской,средний
DiorEssential Al-85A5,кошачий_глаз,пластик,золотой,Valentino,оптика,140,48,19,30246,всесезонная,унисекс,молодой
DW-5 B,круглая,пластик,коричневый,Lacoste,солнцезащитные,150,48,16,15899,летняя,женский,пожилой
EMMA-G0188TB04S,кошачий_глаз,пластик,синий,Valentino,солнцезащитные,130,48,19,20522,летняя,мужской,молодой
ERIS-505C,кошачий_глаз,металл,серый,Valentino,оптика,140,48,15,29964,всесезонная,мужской,средний
ERIS-TWO-508C,круглая,комбинированный,белый,Polaroid,солнцезащитные,135,50,15,10802,летняя,женский,средний
ETHEREGE-1-53,квадратная,металл,белый,Ray-Ban,оптика,145,50,20,14637,всесезонная,унисекс,пожилой
ETHEREGE-6-51,овальная,пластик,золотой,Polaroid,солнцезащитные,130,50,14,18625,летняя,женский,средний
F83-302P,овальная,металл,синий,Prada,оптика,150,54,15,44192,всесезонная,женский,средний
FLECHE-138C,круглая,комбинированный,коричневый,Lacoste,солнцезащитные,130,52,16,22485,летняя,женский,средний
FLIGHT-SEVEN-11-57-01-PLD,кошачий_глаз,металл,серебряный,Oakley,солнцезащитные,145,52,17,3133,летняя,мужской,средний
FPSN001-BLUE,квадратная,титан,синий,Polaroid,оптика,130,48,15,3405,всесезонная,женский,средний
FPSN001-ORG,квадратная,титан,золотой,Ray-Ban,солнцезащитные,135,46,20,6974,летняя,унисекс,пожилой
FRIDA-PORTRAIT FK-B2 BROW,прямоугольная,комбинированный,черный,Lacoste,оптика,130,50,14,4021,всесезонная,мужской,средний
G33S-0307,квадратная,металл,золотой,Valentino,оптика,150,50,19,12362,всесезонная,унисекс,пожилой
G33S-354,овальная,комбинированный,синий,Gucci,солнцезащитные,150,52,18,9036,летняя,мужской,пожилой
G61-301P,кошачий_глаз,титан,черный,Polaroid,оптика,145,50,15,19844,всесезонная,женский,пожилой
G68S-A32X,круглая,пластик,черный,Lacoste,солнцезащитные,130,50,17,9583,летняя,унисекс,пожилой
G80-8FFK,кошачий_глаз,металл,золотой,Oakley,оптика,150,54,18,13490,всесезонная,унисекс,молодой
GENERATION-EM6-ROSE,овальная,комбинированный,белый,Ray-Ban,солнцезащитные,150,46,17,3368,летняя,женский,пожилой
GENERATION-EM7-TOPAZ,кошачий_глаз,титан,черный,Tom Ford,солнцезащитные,135,48,20,20916,летняя,мужской,молодой
GINZA-1-28F,кошачий_глаз,титан,черный,Oakley,оптика,145,48,20,7320,всесезонная,мужской,пожилой
GRAND PRIX 3-D5108,круглая,комбинированный,золотой,Polaroid,солнцезащитные,140,46,14,23563,летняя,унисекс,молодой
HEIDI-03,квадратная,пластик,синий,Ray-Ban,оптика,145,48,15,21918,всесезонная,женский,пожилой
Helmut Lang HL001-875,круглая,металл,серебряный,Ray-Ban,солнцезащитные,135,46,14,19835,летняя,женский,пожилой
HESTER/S-BKUI4,овальная,титан,серый,Polaroid,оптика,145,54,18,12128,всесезонная,унисекс,пожилой
HIGH-ERA - 01,квадратная,металл,черный,Lacoste,солнцезащитные,150,50,20,4626,летняя,женский,пожилой
HIGH-ERA - 02,овальная,металл,белый,Lacoste,солнцезащитные,145,52,20,18362,летняя,мужской,пожилой
HORT-3-24F,овальная,пластик,серый,Gucci,солнцезащитные,145,54,17,10396,летняя,мужской,пожилой
HOUSTON-G0255TB03SPZ05,квадратная,титан,синий,Gucci,солнцезащитные,135,52,19,7854,летняя,женский,средний
IA22402B,круглая,титан,серый,Ray-Ban,солнцезащитные,150,48,19,19834,летняя,мужской,средний
IA22403A,прямоугольная,титан,белый,Gucci,солнцезащитные,145,54,20,27036,летняя,женский,средний
IA22405B,круглая,титан,черный,Polaroid,солнцезащитные,140,54,14,14005,летняя,мужской,пожилой
IA22407A,овальная,комбинированный,белый,Oakley,солнцезащитные,145,52,14,8624,летняя,унисекс,молодой
IA22407B,круглая,титан,коричневый,Polaroid,оптика,140,52,16,18489,всесезонная,мужской,молодой
IA22419A,квадратная,металл,белый,Ray-Ban,оптика,145,46,15,7141,всесезонная,унисекс,молодой
IB12400A,квадратная,титан,синий,Valentino,солнцезащитные,145,54,16,34350,летняя,унисекс,молодой
IB12401B,кошачий_глаз,титан,серый,Lacoste,солнцезащитные,140,52,19,23085,летняя,мужской,молодой
IB12401C,овальная,комбинированный,белый,Gucci,солнцезащитные,130,54,15,34504,летняя,унисекс,пожилой
IB12402A,прямоугольная,металл,серебряный,Ray-Ban,оптика,145,46,19,10786,всесезонная,женский,средний
IB12402B,прямоугольная,титан,серый,Valentino,солнцезащитные,145,46,14,34760,летняя,мужской,молодой
IB12402C,овальная,металл,золотой,Polaroid,солнцезащитные,130,52,18,11985,летняя,мужской,средний
IB12404C,круглая,титан,черный,Valentino,оптика,135,50,17,19954,всесезонная,женский,молодой
IB12413A,круглая,металл,коричневый,Polaroid,оптика,130,48,20,20676,всесезонная,женский,молодой
IB12413C,кошачий_глаз,комбинированный,черный,Gucci,солнцезащитные,135,54,14,13866,летняя,женский,средний
IB12413D,круглая,титан,черный,Gucci,солнцезащитные,130,54,14,18364,летняя,женский,молодой
IB12414A,прямоугольная,металл,серый,Gucci,оптика,140,54,16,37012,всесезонная,унисекс,средний
IB12414B,квадратная,металл,синий,Tom Ford,оптика,130,52,18,16284,всесезонная,женский,молодой
IB12414C,круглая,пластик,черный,Lacoste,оптика,145,54,16,17250,всесезонная,мужской,молодой
IB12416B,круглая,металл,золотой,Ray-Ban,солнцезащитные,135,46,15,3125,летняя,мужской,молодой
IB12416C,кошачий_глаз,пластик,коричневый,Ray-Ban,оптика,145,52,14,10235,всесезонная,унисекс,молодой
IB22402C,квадратная,металл,черный,Polaroid,оптика,135,48,14,18930,всесезонная,мужской,молодой
IB22405A,овальная,титан,серебряный,Gucci,оптика,145,50,16,14978,всесезонная,мужской,молодой
IB22405B,прямоугольная,металл,серебряный,Lacoste,солнцезащитные,150,50,18,15766,летняя,мужской,пожилой
IB22406A,кошачий_глаз,пластик,черный,Valentino,оптика,140,46,16,48482,всесезонная,мужской,средний
IB22406B,кошачий_глаз,пластик,синий,Valentino,солнцезащитные,145,48,20,7012,летняя,унисекс,средний
IB22411A,квадратная,металл,серебряный,Valentino,оптика,130,50,20,37772,всесезонная,мужской,пожилой
IB22413A,кошачий_глаз,металл,серый,Tom Ford,солнцезащитные,130,48,19,8924,летняя,женский,молодой
IB22413C,овальная,пластик,коричневый,Tom Ford,оптика,140,46,17,37346,всесезонная,мужской,пожилой
IB22414A,круглая,металл,золотой,Gucci,оптика,130,50,17,15052,всесезонная,женский,молодой
IB22414C,круглая,титан,серебряный,Gucci,солнцезащитные,135,48,18,8888,летняя,унисекс,пожилой
IB22415B,круглая,комбинированный,синий,Gucci,оптика,145,48,17,42820,всесезонная,унисекс,молодой
IB22415C,круглая,титан,серебряный,Tom Ford,солнцезащитные,135,54,18,42792,летняя,унисекс,пожилой
IB22416B,круглая,титан,коричневый,Oakley,оптика,145,50,16,7236,всесезонная,унисекс,пожилой
IB22417A,круглая,пластик,черный,Polaroid,солнцезащитные,135,52,16,24135,летняя,женский,пожилой
IB22420A,круглая,пластик,золотой,Oakley,солнцезащитные,150,46,14,13704,летняя,мужской,средний
IB22422A,овальная,пластик,черный,Valentino,солнцезащитные,130,52,16,8600,летняя,унисекс,пожилой
IB22422C,квадратная,пластик,черный,Prada,солнцезащитные,135,48,17,14006,летняя,мужской,пожилой
IB22423A,круглая,металл,синий,Ray-Ban,солнцезащитные,135,52,20,12767,летняя,мужской,средний
IB22424C,прямоугольная,пластик,синий,Lacoste,оптика,150,48,16,21714,всесезонная,унисекс,средний
IB22430B,круглая,пластик,серебряный,Tom Ford,оптика,135,52,16,6806,всесезонная,женский,молодой
IB22431A,прямоугольная,металл,белый,Ray-Ban,солнцезащитные,150,48,15,24657,летняя,унисекс,молодой
IB22440C,квадратная,металл,черный,Valentino,солнцезащитные,145,52,17,37460,летняя,мужской,пожилой
IB22442A,квадратная,металл,серый,Gucci,солнцезащитные,135,50,15,42558,летняя,мужской,средний
IB22444A,прямоугольная,комбинированный,золотой,Prada,оптика,150,52,19,45780,всесезонная,мужской,молодой
IB22444B,кошачий_глаз,пластик,черный,Valentino,солнцезащитные,150,48,14,29564,летняя,женский,средний
IB22445D,прямоугольная,металл,серебряный,Prada,солнцезащитные,130,52,18,13746,летняя,женский,пожилой
IB22446C,квадратная,титан,серый,Gucci,оптика,150,50,19,47616,всесезонная,унисекс,средний
IB22448A,овальная,комбинированный,золотой,Tom Ford,солнцезащитные,145,52,16,20212,летняя,унисекс,средний
IB22448B,овальная,титан,черный,Valentino,оптика,145,54,17,27472,всесезонная,мужской,молодой
IB22451A,квадратная,пластик,синий,Gucci,оптика,130,48,15,46438,всесезонная,мужской,средний
IB22451C,квадратная,пластик,белый,Oakley,солнцезащитные,135,50,19,8388,летняя,женский,молодой
IB22455B,квадратная,комбинированный,белый,Gucci,солнцезащитные,130,54,15,12590,летняя,женский,пожилой
IB22456A,прямоугольная,пластик,серебряный,Polaroid,солнцезащитные,145,54,20,3595,летняя,мужской,пожилой
IB22456C,кошачий_глаз,металл,черный,Oakley,солнцезащитные,135,48,14,16051,летняя,мужской,средний
IB22458C,кошачий_глаз,комбинированный,серый,Tom Ford,солнцезащитные,135,52,16,36106,летняя,унисекс,средний
IB22459A,овальная,комбинированный,золотой,Tom Ford,солнцезащитные,145,46,19,11278,летняя,женский,пожилой
IB22461A,овальная,металл,черный,Oakley,солнцезащитные,150,52,16,3591,летняя,унисекс,пожилой
IB22461B,квадратная,комбинированный,черный,Oakley,оптика,150,50,20,17886,всесезонная,женский,средний
IB22463A,кошачий_глаз,пластик,золотой,Polaroid,оптика,135,50,18,20148,всесезонная,женский,пожилой
IB22463C,круглая,комбинированный,белый,Polaroid,солнцезащитные,150,50,17,11972,летняя,мужской,пожилой
IB22465A,кошачий_глаз,металл,золотой,Ray-Ban,оптика,135,50,15,11627,всесезонная,мужской,средний
IK22401A,круглая,металл,коричневый,Prada,оптика,135,52,17,32646,всесезонная,мужской,молодой
IK22402A,квадратная,комбинированный,золотой,Ray-Ban,солнцезащитные,135,50,15,23694,летняя,мужской,пожилой
IK22405A,круглая,металл,черный,Tom Ford,оптика,145,48,15,36420,всесезонная,унисекс,средний
IK22405B,квадратная,металл,серый,Prada,солнцезащитные,150,46,17,14536,летняя,женский,средний
IK22407B,кошачий_глаз,пластик,белый,Ray-Ban,оптика,140,52,16,14801,всесезонная,женский,пожилой
IK22408A,круглая,титан,серебряный,Lacoste,солнцезащитные,150,50,18,4918,летняя,мужской,молодой
IP22401A,квадратная,титан,серый,Ray-Ban,солнцезащитные,130,48,16,17672,летняя,мужской,пожилой
IP22402A,овальная,комбинированный,серый,Tom Ford,оптика,135,50,15,11772,всесезонная,мужской,молодой
IP22402B,кошачий_глаз,пластик,синий,Lacoste,оптика,150,46,15,24844,всесезонная,мужской,молодой
IP22402C,круглая,комбинированный,черный,Ray-Ban,оптика,130,52,19,19167,всесезонная,женский,молодой
IP22406C,овальная,металл,синий,Polaroid,солнцезащитные,145,50,20,16899,летняя,женский,молодой
IP22407A,кошачий_глаз,пластик,серый,Tom Ford,солнцезащитные,145,50,20,29840,летняя,женский,средний
IP22407C,квадратная,комбинированный,черный,Gucci,оптика,135,50,14,39128,всесезонная,мужской,средний
IP22408A,кошачий_глаз,титан,серый,Prada,оптика,130,48,20,31494,всесезонная,мужской,средний
IP22409A,прямоугольная,металл,синий,Prada,оптика,150,46,17,40958,всесезонная,женский,средний
Jaxon 5184-1,круглая,пластик,черный,Lacoste,солнцезащитные,130,48,16,8079,летняя,женский,средний
JOCKEY-4-42F,круглая,комбинированный,синий,Prada,оптика,135,52,16,18410,всесезонная,женский,пожилой
JONDAL-1-23F,квадратная,пластик,синий,Tom Ford,оптика,135,48,16,10740,всесезонная,унисекс,пожилой
K1100A,кошачий_глаз,пластик,черный,Tom Ford,солнцезащитные,150,50,15,18582,летняя,мужской,пожилой
K1100C,квадратная,титан,золотой,Ray-Ban,оптика,140,46,15,21683,всесезонная,женский,пожилой
K1102B,кошачий_глаз,металл,черный,Polaroid,солнцезащитные,145,54,19,22560,летняя,женский,молодой
K1102C,кошачий_глаз,титан,золотой,Prada,оптика,140,52,14,40622,всесезонная,унисекс,молодой
K1300A,круглая,комбинированный,синий,Oakley,оптика,140,48,17,4110,всесезонная,унисекс,молодой
K1300C,овальная,титан,синий,Prada,оптика,145,50,17,20908,всесезонная,мужской,молодой
K2114A,кошачий_глаз,комбинированный,синий,Valentino,оптика,150,48,16,42956,всесезонная,женский,молодой
K2114B,прямоугольная,титан,серый,Polaroid,оптика,150,54,19,5374,всесезонная,унисекс,средний
K2114D,овальная,комбинированный,синий,Oakley,оптика,130,52,14,22327,всесезонная,унисекс,молодой
K2115D,кошачий_глаз,титан,серый,Valentino,солнцезащитные,130,48,18,17188,летняя,женский,средний
K2115K,кошачий_глаз,пластик,черный,Lacoste,солнцезащитные,130,54,14,23478,летняя,женский,молодой
K2200A,квадратная,титан,коричневый,Polaroid,солнцезащитные,145,48,14,18270,летняя,унисекс,молодой
K2200B,овальная,пластик,белый,Prada,солнцезащитные,150,46,17,37420,летняя,унисекс,молодой
K2200D,квадратная,пластик,золотой,Polaroid,солнцезащитные,130,54,18,23186,летняя,мужской,пожилой
K2202B,квадратная,пластик,серый,Lacoste,солнцезащитные,150,50,14,12153,летняя,женский,средний
K2202E,квадратная,комбинированный,серый,Lacoste,солнцезащитные,135,48,15,18521,летняя,унисекс,средний
K2203B,овальная,титан,серебряный,Tom Ford,солнцезащитные,150,48,16,46630,летняя,мужской,средний
K2203C,овальная,титан,черный,Lacoste,солнцезащитные,145,46,19,22744,летняя,мужской,молодой
K2204B,круглая,комбинированный,серый,Prada,солнцезащитные,140,46,14,45768,летняя,мужской,молодой
K2204C,квадратная,металл,серый,Oakley,оптика,150,50,14,19348,всесезонная,унисекс,молодой
K2204F,кошачий_глаз,комбинированный,серебряный,Polaroid,солнцезащитные,145,48,15,20636,летняя,мужской,молодой
K2301E,кошачий_глаз,титан,белый,Tom Ford,солнцезащитные,145,50,18,6234,летняя,женский,молодой
K2302C,прямоугольная,металл,коричневый,Polaroid,оптика,140,50,17,3150,всесезонная,женский,средний
K2302E,круглая,комбинированный,золотой,Prada,оптика,140,52,20,7360,всесезонная,унисекс,средний
K2303A,овальная,комбинированный,серый,Polaroid,оптика,130,48,18,24438,всесезонная,женский,молодой
K2303C,квадратная,титан,серебряный,Lacoste,солнцезащитные,145,52,20,22009,летняя,унисекс,средний
K2305D,круглая,комбинированный,серый,Polaroid,оптика,140,46,17,20576,всесезонная,женский,средний
K2308A,круглая,металл,коричневый,Oakley,оптика,130,54,19,18446,всесезонная,женский,средний
K2308B,кошачий_глаз,пластик,коричневый,Valentino,солнцезащитные,130,52,17,36994,летняя,женский,молодой
K2308C,круглая,комбинированный,синий,Ray-Ban,оптика,135,52,16,8143,всесезонная,унисекс,молодой
K2402Q2,кошачий_глаз,пластик,черный,Prada,солнцезащитные,150,46,16,20172,летняя,мужской,молодой
K2800J,овальная,титан,черный,Polaroid,оптика,135,52,17,8733,всесезонная,унисекс,пожилой
K2800N,кошачий_глаз,комбинированный,золотой,Valentino,оптика,140,50,18,16666,всесезонная,женский,пожилой
K2903S,прямоугольная,металл,золотой,Oakley,солнцезащитные,145,52,18,5539,летняя,женский,молодой
K2903X,кошачий_глаз,титан,белый,Gucci,солнцезащитные,140,54,19,14806,летняя,мужской,средний
K2903Y,овальная,титан,серебряный,Prada,оптика,150,54,20,32482,всесезонная,унисекс,пожилой
L22-0400,круглая,титан,белый,Tom Ford,солнцезащитные,150,50,15,8328,летняя,мужской,пожилой
LANCIER-705-A-01-BLK-GLD,кошачий_глаз,пластик,серебряный,Polaroid,оптика,150,50,17,14955,всесезонная,мужской,молодой
LANCIER-LSA-103-GUN,квадратная,пластик,коричневый,Tom Ford,оптика,135,48,14,15874,всесезонная,унисекс,пожилой
LANCIER-LSA-708-A-02,кошачий_глаз,металл,золотой,Ray-Ban,солнцезащитные,145,48,16,8213,летняя,женский,средний
LAUREN XS-G0250TB36S,овальная,металл,черный,Gucci,оптика,130,46,15,44032,всесезонная,мужской,пожилой
LAZY SUNDAY - 04,квадратная,металл,черный,Prada,оптика,130,50,17,26202,всесезонная,унисекс,пожилой
LFL-1172/5,прямоугольная,металл,золотой,Prada,солнцезащитные,140,54,19,23242,летняя,мужской,средний
LFL-736/2,овальная,металл,серый,Oakley,солнцезащитные,130,54,15,3286,летняя,унисекс,пожилой
